sample	samples	MRPS16	primary disease or tissue	_primary_site
GTEX-X4EP-0011-R1A-SM-3P624	GTEX-X4EP-0011-R1A-SM-3P624	10.72	Brain - Hippocampus	Brain
GTEX-12WSA-0011-R2a-SM-57WDK	GTEX-12WSA-0011-R2a-SM-57WDK	10.72	Brain - Substantia Nigra	Brain
GTEX-131YS-0011-R10b-SM-5EQ5N	GTEX-131YS-0011-R10b-SM-5EQ5N	10.72	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13OVL-0011-R10a-SM-5L3GS	GTEX-13OVL-0011-R10a-SM-5L3GS	10.72	Brain - Frontal Cortex (Ba9)	Brain
GTEX-145LS-0011-R10a-SM-5PNUQ	GTEX-145LS-0011-R10a-SM-5PNUQ	10.72	Brain - Frontal Cortex (Ba9)	Brain
GTEX-139UC-0011-R5b-SM-5K7VY	GTEX-139UC-0011-R5b-SM-5K7VY	10.72	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13X6K-0011-R5b-SM-5PNUE	GTEX-13X6K-0011-R5b-SM-5PNUE	10.72	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13O3Q-0011-R6a-SM-5KM2V	GTEX-13O3Q-0011-R6a-SM-5KM2V	10.72	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13NYS-0011-R8a-SM-5MR5H	GTEX-13NYS-0011-R8a-SM-5MR5H	10.72	Brain - Hypothalamus	Brain
GTEX-13VXU-0011-R4b-SM-5O9CI	GTEX-13VXU-0011-R4b-SM-5O9CI	10.72	Brain - Amygdala	Brain
TCGA-06-0649-01	TCGA-06-0649-01	10.72	Glioblastoma Multiforme	Brain
GTEX-XOTO-3026-SM-4B65M	GTEX-XOTO-3026-SM-4B65M	10.71	Brain - Cortex	Brain
GTEX-131XH-0011-R1a-SM-5DUWA	GTEX-131XH-0011-R1a-SM-5DUWA	10.71	Brain - Hippocampus	Brain
GTEX-13FXS-0011-R2b-SM-5K7XX	GTEX-13FXS-0011-R2b-SM-5K7XX	10.71	Brain - Substantia Nigra	Brain
GTEX-T2IS-0011-R6A-SM-32QP2	GTEX-T2IS-0011-R6A-SM-32QP2	10.71	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-XLM4-0011-R6A-SM-4AT4B	GTEX-XLM4-0011-R6A-SM-4AT4B	10.71	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-QVUS-0011-R8A-SM-3GAD7	GTEX-QVUS-0011-R8A-SM-3GAD7	10.71	Brain - Hypothalamus	Brain
GTEX-ZAB4-0011-R8b-SM-4SOKF	GTEX-ZAB4-0011-R8b-SM-4SOKF	10.71	Brain - Hypothalamus	Brain
GTEX-14BIL-0011-R9a-SM-5SI7A	GTEX-14BIL-0011-R9a-SM-5SI7A	10.71	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-147GR-0011-R4a-SM-5S2V2	GTEX-147GR-0011-R4a-SM-5S2V2	10.71	Brain - Amygdala	Brain
TCGA-06-0744-01	TCGA-06-0744-01	10.71	Glioblastoma Multiforme	Brain
TCGA-12-0616-01	TCGA-12-0616-01	10.71	Glioblastoma Multiforme	Brain
TCGA-12-5299-01	TCGA-12-5299-01	10.71	Glioblastoma Multiforme	Brain
TCGA-26-5136-01	TCGA-26-5136-01	10.71	Glioblastoma Multiforme	Brain
GTEX-13OVJ-2826-SM-5L3GW	GTEX-13OVJ-2826-SM-5L3GW	10.70	Brain - Cortex	Brain
GTEX-PVOW-2526-SM-2XCF7	GTEX-PVOW-2526-SM-2XCF7	10.70	Brain - Cortex	Brain
GTEX-12ZZZ-0011-R3b-SM-5DUXK	GTEX-12ZZZ-0011-R3b-SM-5DUXK	10.70	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13FHO-0011-R3b-SM-5K7YA	GTEX-13FHO-0011-R3b-SM-5K7YA	10.70	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13OVL-0011-R3b-SM-5L3I8	GTEX-13OVL-0011-R3b-SM-5L3I8	10.70	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-Y8DK-0011-R3A-SM-4RTW5	GTEX-Y8DK-0011-R3A-SM-4RTW5	10.70	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-Q2AG-0011-R5A-SM-2HMJH	GTEX-Q2AG-0011-R5A-SM-2HMJH	10.70	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZV68-0011-R6a-SM-51MSR	GTEX-ZV68-0011-R6a-SM-51MSR	10.70	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13JVG-0011-R7b-SM-5MR3Q	GTEX-13JVG-0011-R7b-SM-5MR3Q	10.70	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13OVH-0011-R8b-SM-5MR35	GTEX-13OVH-0011-R8b-SM-5MR35	10.70	Brain - Hypothalamus	Brain
GTEX-X585-0011-R8A-SM-46MUX	GTEX-X585-0011-R8A-SM-46MUX	10.70	Brain - Hypothalamus	Brain
GTEX-13OVL-0011-R9a-SM-5P9GX	GTEX-13OVL-0011-R9a-SM-5P9GX	10.70	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-11ZVC-0011-R4a-SM-5BC6Z	GTEX-11ZVC-0011-R4a-SM-5BC6Z	10.70	Brain - Amygdala	Brain
TCGA-DU-8165-01	TCGA-DU-8165-01	10.70	Brain Lower Grade Glioma	Brain
TCGA-DU-A7TJ-01	TCGA-DU-A7TJ-01	10.70	Brain Lower Grade Glioma	Brain
TCGA-06-5418-01	TCGA-06-5418-01	10.70	Glioblastoma Multiforme	Brain
TCGA-28-2510-01	TCGA-28-2510-01	10.70	Glioblastoma Multiforme	Brain
GTEX-13NYB-0011-R1b-SM-5KM4F	GTEX-13NYB-0011-R1b-SM-5KM4F	10.69	Brain - Hippocampus	Brain
GTEX-13OVL-0011-R1a-SM-5L3H5	GTEX-13OVL-0011-R1a-SM-5L3H5	10.69	Brain - Hippocampus	Brain
GTEX-145MH-0011-R1b-SM-5PNWY	GTEX-145MH-0011-R1b-SM-5PNWY	10.69	Brain - Hippocampus	Brain
GTEX-11GSO-0011-R2a-SM-57WDF	GTEX-11GSO-0011-R2a-SM-57WDF	10.69	Brain - Substantia Nigra	Brain
GTEX-X4EP-0011-R3A-SM-3P626	GTEX-X4EP-0011-R3A-SM-3P626	10.69	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13X6I-0011-R10a-SM-5PNWI	GTEX-13X6I-0011-R10a-SM-5PNWI	10.69	Brain - Frontal Cortex (Ba9)	Brain
GTEX-P44G-0011-R10A-SM-2I3FF	GTEX-P44G-0011-R10A-SM-2I3FF	10.69	Brain - Frontal Cortex (Ba9)	Brain
GTEX-YFC4-0011-R10a-SM-4SOK5	GTEX-YFC4-0011-R10a-SM-4SOK5	10.69	Brain - Frontal Cortex (Ba9)	Brain
GTEX-S7SE-0011-R6A-SM-2XCD9	GTEX-S7SE-0011-R6A-SM-2XCD9	10.69	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-11H98-0011-R8a-SM-5NQ8V	GTEX-11H98-0011-R8a-SM-5NQ8V	10.69	Brain - Hypothalamus	Brain
GTEX-13OW6-0011-R8a-SM-5L3GF	GTEX-13OW6-0011-R8a-SM-5L3GF	10.69	Brain - Hypothalamus	Brain
GTEX-ZUA1-0011-R8b-SM-51MST	GTEX-ZUA1-0011-R8b-SM-51MST	10.69	Brain - Hypothalamus	Brain
GTEX-13PVQ-0011-R9b-SM-5LU3B	GTEX-13PVQ-0011-R9b-SM-5LU3B	10.69	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-QDT8-0011-R9A-SM-5SI8J	GTEX-QDT8-0011-R9A-SM-5SI8J	10.69	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-X4EP-0011-R9B-SM-4QASI	GTEX-X4EP-0011-R9B-SM-4QASI	10.69	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-02-2485-01	TCGA-02-2485-01	10.69	Glioblastoma Multiforme	Brain
TCGA-14-1825-01	TCGA-14-1825-01	10.69	Glioblastoma Multiforme	Brain
GTEX-13O3Q-2926-SM-5KM45	GTEX-13O3Q-2926-SM-5KM45	10.68	Brain - Cortex	Brain
GTEX-T5JC-2426-SM-3NMDB	GTEX-T5JC-2426-SM-3NMDB	10.68	Brain - Cortex	Brain
GTEX-13JUV-0011-R1a-SM-5LZY4	GTEX-13JUV-0011-R1a-SM-5LZY4	10.68	Brain - Hippocampus	Brain
GTEX-Q2AG-0011-R1A-SM-2HMJI	GTEX-Q2AG-0011-R1A-SM-2HMJI	10.68	Brain - Hippocampus	Brain
GTEX-Z93S-0011-R2a-SM-4RGNG	GTEX-Z93S-0011-R2a-SM-4RGNG	10.68	Brain - Substantia Nigra	Brain
GTEX-13CZV-0011-R3a-SM-5KM27	GTEX-13CZV-0011-R3a-SM-5KM27	10.68	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13OW7-0011-R3a-SM-5O9DA	GTEX-13OW7-0011-R3a-SM-5O9DA	10.68	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13OW8-0011-R10a-SM-5L3H6	GTEX-13OW8-0011-R10a-SM-5L3H6	10.68	Brain - Frontal Cortex (Ba9)	Brain
GTEX-12WSD-0011-R6b-SM-5P9JU	GTEX-12WSD-0011-R6b-SM-5P9JU	10.68	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13FLW-0011-R6b-SM-5L3EN	GTEX-13FLW-0011-R6b-SM-5L3EN	10.68	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13N1W-0011-R6a-SM-5MR43	GTEX-13N1W-0011-R6a-SM-5MR43	10.68	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13NZA-0011-R8b-SM-5KM2Q	GTEX-13NZA-0011-R8b-SM-5KM2Q	10.68	Brain - Hypothalamus	Brain
GTEX-ZVZQ-0011-R9a-SM-51MRH	GTEX-ZVZQ-0011-R9a-SM-51MRH	10.68	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-13X6J-0011-R4b-SM-5P9K4	GTEX-13X6J-0011-R4b-SM-5P9K4	10.68	Brain - Amygdala	Brain
TCGA-CS-5397-01	TCGA-CS-5397-01	10.68	Brain Lower Grade Glioma	Brain
TCGA-DH-A7UU-01	TCGA-DH-A7UU-01	10.68	Brain Lower Grade Glioma	Brain
GTEX-145MH-3026-SM-5Q5DZ	GTEX-145MH-3026-SM-5Q5DZ	10.67	Brain - Cortex	Brain
GTEX-13SLX-0011-R2b-SM-5S2VP	GTEX-13SLX-0011-R2b-SM-5S2VP	10.67	Brain - Substantia Nigra	Brain
GTEX-145LS-0011-R2a-SM-5PNZI	GTEX-145LS-0011-R2a-SM-5PNZI	10.67	Brain - Substantia Nigra	Brain
GTEX-YJ89-0011-R2b-SM-4RGLT	GTEX-YJ89-0011-R2b-SM-4RGLT	10.67	Brain - Substantia Nigra	Brain
GTEX-12ZZX-0011-R3b-SM-5EGLH	GTEX-12ZZX-0011-R3b-SM-5EGLH	10.67	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-11GSP-0011-R6b-SM-57WBQ	GTEX-11GSP-0011-R6b-SM-57WBQ	10.67	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13OVH-0011-R6b-SM-5LUAX	GTEX-13OVH-0011-R6b-SM-5LUAX	10.67	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-14BIN-0011-R6a-SM-5S2RH	GTEX-14BIN-0011-R6a-SM-5S2RH	10.67	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-QMR6-0011-R6A-SM-32PKP	GTEX-QMR6-0011-R6A-SM-32PKP	10.67	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-11ZU8-0011-R4a-SM-5BC6Y	GTEX-11ZU8-0011-R4a-SM-5BC6Y	10.67	Brain - Amygdala	Brain
TCGA-DU-7012-01	TCGA-DU-7012-01	10.67	Brain Lower Grade Glioma	Brain
TCGA-FG-7643-01	TCGA-FG-7643-01	10.67	Brain Lower Grade Glioma	Brain
TCGA-27-2528-01	TCGA-27-2528-01	10.67	Glioblastoma Multiforme	Brain
TCGA-28-5216-01	TCGA-28-5216-01	10.67	Glioblastoma Multiforme	Brain
GTEX-11DXY-3226-SM-5GIDE	GTEX-11DXY-3226-SM-5GIDE	10.66	Brain - Cortex	Brain
GTEX-13OW6-3026-SM-5J2MI	GTEX-13OW6-3026-SM-5J2MI	10.66	Brain - Cortex	Brain
GTEX-13X6J-3026-SM-5Q5CU	GTEX-13X6J-3026-SM-5Q5CU	10.66	Brain - Cortex	Brain
GTEX-ZAK1-3026-SM-5S2MJ	GTEX-ZAK1-3026-SM-5S2MJ	10.66	Brain - Cortex	Brain
GTEX-ZUA1-0011-R1a-SM-4YCE2	GTEX-ZUA1-0011-R1a-SM-4YCE2	10.66	Brain - Hippocampus	Brain
GTEX-ZVZQ-0011-R10b-SM-51MRT	GTEX-ZVZQ-0011-R10b-SM-51MRT	10.66	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13JVG-0011-R6a-SM-5MR3E	GTEX-13JVG-0011-R6a-SM-5MR3E	10.66	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-QDT8-0011-R6A-SM-32PKI	GTEX-QDT8-0011-R6A-SM-32PKI	10.66	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-14ASI-0011-R8b-SM-5S2UB	GTEX-14ASI-0011-R8b-SM-5S2UB	10.66	Brain - Hypothalamus	Brain
GTEX-13JUV-0011-R9a-SM-5LZX3	GTEX-13JUV-0011-R9a-SM-5LZX3	10.66	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-148VJ-0011-R9b-SM-5SI77	GTEX-148VJ-0011-R9b-SM-5SI77	10.66	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-OHPN-0011-R9A-SM-4DXUH	GTEX-OHPN-0011-R9A-SM-4DXUH	10.66	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-DU-A76L-01	TCGA-DU-A76L-01	10.66	Brain Lower Grade Glioma	Brain
TCGA-28-5207-01	TCGA-28-5207-01	10.66	Glioblastoma Multiforme	Brain
TCGA-76-4931-01	TCGA-76-4931-01	10.66	Glioblastoma Multiforme	Brain
GTEX-WHSE-3026-SM-3P5ZH	GTEX-WHSE-3026-SM-3P5ZH	10.65	Brain - Cortex	Brain
GTEX-1313W-0011-R1b-SM-5EQ4A	GTEX-1313W-0011-R1b-SM-5EQ4A	10.65	Brain - Hippocampus	Brain
GTEX-13O3O-0011-R1b-SM-5KM2K	GTEX-13O3O-0011-R1b-SM-5KM2K	10.65	Brain - Hippocampus	Brain
GTEX-132Q8-0011-R2b-SM-5EQ5Z	GTEX-132Q8-0011-R2b-SM-5EQ5Z	10.65	Brain - Substantia Nigra	Brain
GTEX-RVPU-0011-R3A-SM-2XCAE	GTEX-RVPU-0011-R3A-SM-2XCAE	10.65	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13S7M-0011-R10b-SM-5PNZB	GTEX-13S7M-0011-R10b-SM-5PNZB	10.65	Brain - Frontal Cortex (Ba9)	Brain
GTEX-ZV68-0011-R10a-SM-51MT7	GTEX-ZV68-0011-R10a-SM-51MT7	10.65	Brain - Frontal Cortex (Ba9)	Brain
GTEX-144GO-0011-R5a-SM-5PNUR	GTEX-144GO-0011-R5a-SM-5PNUR	10.65	Brain - Caudate (Basal Ganglia)	Brain
GTEX-145MI-0011-R5a-SM-5Q5B4	GTEX-145MI-0011-R5a-SM-5Q5B4	10.65	Brain - Caudate (Basal Ganglia)	Brain
GTEX-1313W-0011-R6a-SM-5K7XO	GTEX-1313W-0011-R6a-SM-5K7XO	10.65	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-12WSA-0011-R7b-SM-5GU5U	GTEX-12WSA-0011-R7b-SM-5GU5U	10.65	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13OW7-0011-R8b-SM-5L3HR	GTEX-13OW7-0011-R8b-SM-5L3HR	10.65	Brain - Hypothalamus	Brain
GTEX-13SLW-0011-R8b-SM-5SI64	GTEX-13SLW-0011-R8b-SM-5SI64	10.65	Brain - Hypothalamus	Brain
GTEX-NPJ7-0011-R8a-SM-2I3G2	GTEX-NPJ7-0011-R8a-SM-2I3G2	10.65	Brain - Hypothalamus	Brain
GTEX-12WSD-0011-R4b-SM-5LZUA	GTEX-12WSD-0011-R4b-SM-5LZUA	10.65	Brain - Amygdala	Brain
GTEX-131XH-0011-R4b-SM-5DUWB	GTEX-131XH-0011-R4b-SM-5DUWB	10.65	Brain - Amygdala	Brain
TCGA-E1-A7Z2-01	TCGA-E1-A7Z2-01	10.65	Brain Lower Grade Glioma	Brain
TCGA-06-5415-01	TCGA-06-5415-01	10.65	Glioblastoma Multiforme	Brain
TCGA-27-1835-01	TCGA-27-1835-01	10.65	Glioblastoma Multiforme	Brain
TCGA-28-1747-01	TCGA-28-1747-01	10.65	Glioblastoma Multiforme	Brain
GTEX-13FHP-3026-SM-5IJBS	GTEX-13FHP-3026-SM-5IJBS	10.64	Brain - Cortex	Brain
GTEX-13NYB-3026-SM-5IJD7	GTEX-13NYB-3026-SM-5IJD7	10.64	Brain - Cortex	Brain
GTEX-13RTJ-0011-R1a-SM-5O9D9	GTEX-13RTJ-0011-R1a-SM-5O9D9	10.64	Brain - Hippocampus	Brain
GTEX-WHSE-0011-R1A-SM-3P5ZK	GTEX-WHSE-0011-R1A-SM-3P5ZK	10.64	Brain - Hippocampus	Brain
GTEX-145LU-0011-R3a-SM-5P9K2	GTEX-145LU-0011-R3a-SM-5P9K2	10.64	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13O3O-0011-R10a-SM-5LUA9	GTEX-13O3O-0011-R10a-SM-5LUA9	10.64	Brain - Frontal Cortex (Ba9)	Brain
GTEX-NPJ7-0011-R10A-SM-2I3E5	GTEX-NPJ7-0011-R10A-SM-2I3E5	10.64	Brain - Frontal Cortex (Ba9)	Brain
GTEX-ZVT3-0011-R10b-SM-57WB6	GTEX-ZVT3-0011-R10b-SM-57WB6	10.64	Brain - Frontal Cortex (Ba9)	Brain
GTEX-1399T-0011-R5b-SM-5IJDK	GTEX-1399T-0011-R5b-SM-5IJDK	10.64	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13JVG-0011-R5a-SM-5MR4O	GTEX-13JVG-0011-R5a-SM-5MR4O	10.64	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13VXU-0011-R5a-SM-5O9D7	GTEX-13VXU-0011-R5a-SM-5O9D7	10.64	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZUA1-0011-R5b-SM-51MTG	GTEX-ZUA1-0011-R5b-SM-51MTG	10.64	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12ZZY-0011-R6b-SM-5EGLA	GTEX-12ZZY-0011-R6b-SM-5EGLA	10.64	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13OVL-0011-R6a-SM-5L3G4	GTEX-13OVL-0011-R6a-SM-5L3G4	10.64	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-ZAB4-0011-R6a-SM-4SOKD	GTEX-ZAB4-0011-R6a-SM-4SOKD	10.64	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-139UC-0011-R9a-SM-5K7W7	GTEX-139UC-0011-R9a-SM-5K7W7	10.64	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-1313W-0011-R4b-SM-5KLZV	GTEX-1313W-0011-R4b-SM-5KLZV	10.64	Brain - Amygdala	Brain
GTEX-13FLV-0011-R4a-SM-5LZYU	GTEX-13FLV-0011-R4a-SM-5LZYU	10.64	Brain - Amygdala	Brain
GTEX-YFC4-0011-R4a-SM-4RGLQ	GTEX-YFC4-0011-R4a-SM-4RGLQ	10.64	Brain - Amygdala	Brain
TCGA-DU-5852-01	TCGA-DU-5852-01	10.64	Brain Lower Grade Glioma	Brain
TCGA-DU-7290-01	TCGA-DU-7290-01	10.64	Brain Lower Grade Glioma	Brain
TCGA-DU-A5TY-01	TCGA-DU-A5TY-01	10.64	Brain Lower Grade Glioma	Brain
TCGA-06-0152-02	TCGA-06-0152-02	10.64	Glioblastoma Multiforme	Brain
GTEX-12126-1026-SM-5P9JJ	GTEX-12126-1026-SM-5P9JJ	10.63	Brain - Cortex	Brain
GTEX-11OF3-3126-SM-5GU5E	GTEX-11OF3-3126-SM-5GU5E	10.63	Brain - Cerebellum	Brain
GTEX-NPJ7-0011-R2a-SM-2I3GF	GTEX-NPJ7-0011-R2a-SM-2I3GF	10.63	Brain - Substantia Nigra	Brain
GTEX-145LS-0011-R3a-SM-5S2VJ	GTEX-145LS-0011-R3a-SM-5S2VJ	10.63	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-P44G-0011-R3A-SM-2I3FC	GTEX-P44G-0011-R3A-SM-2I3FC	10.63	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-ZVZQ-0011-R3a-SM-57WC7	GTEX-ZVZQ-0011-R3a-SM-57WC7	10.63	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-12126-0011-R10b-SM-5BC6T	GTEX-12126-0011-R10b-SM-5BC6T	10.63	Brain - Frontal Cortex (Ba9)	Brain
GTEX-ZUA1-0011-R7b-SM-4YCDP	GTEX-ZUA1-0011-R7b-SM-4YCDP	10.63	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13CF2-0011-R8b-SM-5IJCX	GTEX-13CF2-0011-R8b-SM-5IJCX	10.63	Brain - Hypothalamus	Brain
GTEX-OHPN-0011-R9A-SM-2YUMN	GTEX-OHPN-0011-R9A-SM-2YUMN	10.63	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-145LS-0011-R4b-SM-5S2UT	GTEX-145LS-0011-R4b-SM-5S2UT	10.63	Brain - Amygdala	Brain
TCGA-HT-8015-01	TCGA-HT-8015-01	10.63	Brain Lower Grade Glioma	Brain
TCGA-QH-A6CW-01	TCGA-QH-A6CW-01	10.63	Brain Lower Grade Glioma	Brain
TCGA-06-5414-01	TCGA-06-5414-01	10.63	Glioblastoma Multiforme	Brain
GTEX-TSE9-3026-SM-3DB76	GTEX-TSE9-3026-SM-3DB76	10.62	Brain - Cortex	Brain
GTEX-ZVT3-3026-SM-5E43N	GTEX-ZVT3-3026-SM-5E43N	10.62	Brain - Cortex	Brain
GTEX-ZYFD-3026-SM-5E44C	GTEX-ZYFD-3026-SM-5E44C	10.62	Brain - Cortex	Brain
GTEX-1212Z-0011-R1b-SM-5BC72	GTEX-1212Z-0011-R1b-SM-5BC72	10.62	Brain - Hippocampus	Brain
GTEX-N7MS-0011-R2a-SM-2HML6	GTEX-N7MS-0011-R2a-SM-2HML6	10.62	Brain - Substantia Nigra	Brain
GTEX-145MG-0011-R3b-SM-5SI67	GTEX-145MG-0011-R3b-SM-5SI67	10.62	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-132Q8-0011-R5a-SM-5IJDM	GTEX-132Q8-0011-R5a-SM-5IJDM	10.62	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13SLW-0011-R5b-SM-5SI6Z	GTEX-13SLW-0011-R5b-SM-5SI6Z	10.62	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13OW8-0011-R6b-SM-5L3I3	GTEX-13OW8-0011-R6b-SM-5L3I3	10.62	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-11ZVC-0011-R9a-SM-57WC5	GTEX-11ZVC-0011-R9a-SM-57WC5	10.62	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-WZTO-0011-R4A-SM-3NMC7	GTEX-WZTO-0011-R4A-SM-3NMC7	10.62	Brain - Amygdala	Brain
TCGA-DB-A64O-01	TCGA-DB-A64O-01	10.62	Brain Lower Grade Glioma	Brain
TCGA-P5-A72U-01	TCGA-P5-A72U-01	10.62	Brain Lower Grade Glioma	Brain
TCGA-S9-A7IX-01	TCGA-S9-A7IX-01	10.62	Brain Lower Grade Glioma	Brain
TCGA-27-1830-01	TCGA-27-1830-01	10.62	Glioblastoma Multiforme	Brain
GTEX-NPJ8-1526-SM-26GMY	GTEX-NPJ8-1526-SM-26GMY	10.61	Brain - Cortex	Brain
GTEX-13X6I-0011-R2b-SM-5PNWQ	GTEX-13X6I-0011-R2b-SM-5PNWQ	10.61	Brain - Substantia Nigra	Brain
GTEX-13SLX-0011-R10a-SM-5P9HV	GTEX-13SLX-0011-R10a-SM-5P9HV	10.61	Brain - Frontal Cortex (Ba9)	Brain
GTEX-147GR-0011-R10b-SM-5S2UM	GTEX-147GR-0011-R10b-SM-5S2UM	10.61	Brain - Frontal Cortex (Ba9)	Brain
GTEX-11NV4-0011-R7a-SM-57WDH	GTEX-11NV4-0011-R7a-SM-57WDH	10.61	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZF28-0011-R8a-SM-4WWFW	GTEX-ZF28-0011-R8a-SM-4WWFW	10.61	Brain - Hypothalamus	Brain
GTEX-14ABY-0011-R4b-SM-5S2VN	GTEX-14ABY-0011-R4b-SM-5S2VN	10.61	Brain - Amygdala	Brain
GTEX-RNOR-0011-R4A-SM-3GAD3	GTEX-RNOR-0011-R4A-SM-3GAD3	10.61	Brain - Amygdala	Brain
TCGA-FG-A70Z-01	TCGA-FG-A70Z-01	10.61	Brain Lower Grade Glioma	Brain
TCGA-HT-8110-01	TCGA-HT-8110-01	10.61	Brain Lower Grade Glioma	Brain
TCGA-QH-A6CX-01	TCGA-QH-A6CX-01	10.61	Brain Lower Grade Glioma	Brain
TCGA-06-0168-01	TCGA-06-0168-01	10.61	Glioblastoma Multiforme	Brain
TCGA-06-2562-01	TCGA-06-2562-01	10.61	Glioblastoma Multiforme	Brain
TCGA-76-4926-01	TCGA-76-4926-01	10.61	Glioblastoma Multiforme	Brain
GTEX-131YS-3126-SM-5KLYT	GTEX-131YS-3126-SM-5KLYT	10.60	Brain - Cortex	Brain
GTEX-144GL-3026-SM-5Q5CW	GTEX-144GL-3026-SM-5Q5CW	10.60	Brain - Cortex	Brain
GTEX-WZTO-0011-R1B-SM-3NMAR	GTEX-WZTO-0011-R1B-SM-3NMAR	10.60	Brain - Hippocampus	Brain
GTEX-X585-0011-R2B-SM-46MVF	GTEX-X585-0011-R2B-SM-46MVF	10.60	Brain - Substantia Nigra	Brain
GTEX-145MI-0011-R10a-SM-5PNZD	GTEX-145MI-0011-R10a-SM-5PNZD	10.60	Brain - Frontal Cortex (Ba9)	Brain
GTEX-R55E-0011-R11A-SM-2TC6I	GTEX-R55E-0011-R11A-SM-2TC6I	10.60	Brain - Cerebellar Hemisphere	Brain
GTEX-12WSB-0011-R5b-SM-5GU67	GTEX-12WSB-0011-R5b-SM-5GU67	10.60	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13CZV-0011-R5a-SM-5K7XA	GTEX-13CZV-0011-R5a-SM-5K7XA	10.60	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13X6J-0011-R5b-SM-5PNWT	GTEX-13X6J-0011-R5b-SM-5PNWT	10.60	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12584-0011-R6a-SM-5NQ7C	GTEX-12584-0011-R6a-SM-5NQ7C	10.60	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-ZVT3-0011-R6a-SM-51MSU	GTEX-ZVT3-0011-R6a-SM-51MSU	10.60	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
